"id","request.custom_id","success","result.product.title","result.product.book_description"
"30DEB42646A24C1D986450DD7A50BD03",,true,"Strong, Silent Type: A Wild Ride story (Rough Riders series)","Tough. Taciturn. And a fool for letting her go…A Wild Ride story.Wyoming rancher Quinn McKay thought he’d only have to bide time until his levelheaded wife came to her senses and called a halt to this “trial separation”. He never believed the marital rough patch would drag on for a coon’s age.Libby McKay knew when she married the gruff, laid-back cowboy that he wasn’t prone to blathering about his feelings. But three months have passed and her stubborn-as-a-mule husband is still living by himself in the horse trailer. It seems he’d rather hold onto his pride than hold onto her.Quinn realizes Libby is determined to move on if he doesn’t loosen his tongue and he’ll lose the only woman he’s ever loved. In a last-ditch effort to keep her in his life, he offers her one weekend of uninterrupted sexual decadence.Reigniting the passion is easy. The hard part comes after the sheets have cooled and they find out if what remains is strong enough to survive past mistakes."
"8F78F9B1FDC34FAD8BDCCCD4BF958F7D",,true,"Steel Beauty: Halle Pumas, Book 4","She’s everything a big bad wolf could want.Halle Pumas, Book 4Coping with a devastating injury is hard enough for Belinda “Belle” Campbell. Forced separation from her destined mate while she heals is almost more than she can endure. Until she is strong enough to take up her duties as Luna of the Poconos Wolf Pack, however, the safest place for her is Halle. Now, after months of being alone, she is more than ready to be claimed. But is the pack ready for a Puma Luna?Rick Lowell has waited long enough to bring Belle home where she belongs. He’s aware of the danger, as well—and it isn’t long before a bitch with an eye on Belle’s position issues a challenge. The only way to put down the threat is for Belle to defeat the usurper in combat.There’s only one problem. Thanks to the pins in her broken hip, Belle can’t shift. Without that tactical advantage, it won’t be a fair fight. With his new mate’s life on the line, Rick is forced to make a decision that will change everything.That is, if Belle gives him the chance to make it."
"DC342C0204074AE887D4CF32759CBE5F",,true,"Fated - A Doomsday Brethren novella (Doomsday Brethren Series)","Ronan Wolvesey is an eternal bachelor, always on the prowl for a woman to enjoy…then forget. But Kari Keswick is utterly unforgettable. He can’t stop his growing obsession for the beautiful pub owner. But his family was cursed a thousand years ago, and if he gives into his urge to make her his mate, the curse could cost Kari her life.. Though Kari has pined for Ronan since the moment he walked in her door, she has refused to be another notch on his well-marked bedpost. But Ronan’s seductive prowess finally proves too strong, and Kari surrenders to him, knowing that he will leave her. After a stunning night like no other, Ronan realizes that he wants her forever and must face his greatest challenge: give Kari up for her own good or believe that love truly can conquer all."
"AE19D0BE6F10447F833AE79B93946037",,true,,
"E01A74B336B043849D4004E475E735D0",,true,"In Memory of Greed","An Amazon #1 customer rated political thriller.One of The Best Books of 2011 by The Kindle Book Review.About In Memory of Greed:. A powerful, corrupt group of individuals have set their sights on Murhkin Mocado to help carry out a nefarious scheme. Born of relentless greed and hunger for power, these men are willing to sacrifice countless lives to bring their insidious plans to fruition. However, the purveyors of evil deeds are also being watched by one Joelle Barstow, an operative well versed in the tradecraft of industrial espionage. Initially sent to gather information on the CEO of a specific corporation, Barstow rapidly gets in over her head and uncovers a web of deceit involving big business and government. . Once Barstow crosses paths with Murhkin Mocado her skills are pushed to the limit, as she tries desperately to navigate this dangerous and deadly world. Mocado, expertly manipulated by his devious handlers, initiates a chain of events leading to one of the worst man-made ecological disasters the world has ever known. Will the pair escape with their lives in order to bring those responsible to justice?. More Reviews: . ""For a novel with 'greed' in the title, it is exceptionally generous with intelligent action and a plot grounded in relevance. Spanning the globe with believable characters, In Memory Of Greed floors the accelerator and never lets up."" - Ryne Douglas Pearson, author of Simple Simon ( basis for 1998 movie, Mercury Rising ). ""A well plotted political thriller filled with many spellbinding moments. The characters were well drawn, interesting, and compelling."" - Louise G. ( avid reader ). This mystery/thriller takes the reader on a rapid-fire adventure, beginning in the United States, racing through the breathtaking splendor of Ireland, and culminating in Kenya; one of the most exotic countries within the boundaries of Africa's ""Dark Continent."""
"6BF6D3093FEF408D92F07C47AA8AA29E",,true,"Curse of the Kingsmans","Eighteen year old Beth Darney is spending her first season in Restoration London. She wants to see the sights of the great city, but her parents hope she will ensnare a rich nobleman for a husband.. On an outing to Newgate market with her cousins, she becomes separated from them and is lured into an alley by a gang of ruffians. She is saved by a tall, gallant stranger who escorts her safely home. Handsome, heroic and aristocratic, Henry Kingsman seems the ideal match for her.. But then she learns that Henry is in fact the Fourth Earl of Berwick, a notorious rake from a dark and dissolute family. He is rumoured to deal with smugglers, and his ancestry riddled with incest, insanity and murder. Beth’s father forbids her from seeing him again.. However, Beth refuses to believe that Henry is as bad as his forebears, and starts seeing him in secret. When her father finds out he gives her such a beating, that she feels her only choice is to elope with Henry to his forbidding castle in Northumberland – the same bleak fortress where his family committed their loathsome deeds…. Also available: Curse of the Kingsmans 2: The Devil's Diary - a far darker and more erotic tale about pirates.. Curse of the Kingsmans 3: Escape of Absolon - Aidan's own son Absolon is recruited to solve a mystery.. Other books by Emma Daniels and Ethan Somerville:Return to Atlantis - a high school student and a rock star travel to the lost city of Atlantis for the adventure of a lifetime Shadow Warrior - a detective thriller with more than a hint of demon romance Empire of Ice - a dark urban fantasy about a secret Nazi superman formula with the power to create vampires.. I married an Alien - a time-travel romance in which a dowdy middle-aged woman suddenly finds herself catapulted in the future, into a whole new body and life.. I Married a Time-Traveller - the thrilling sequel to I Married an Alien, in which an introverted mad scientist is granted a whole new lease on life when he wakes up in the body of a gorgeous Terron."
"EED559261684420BAD11DC5151C07816",,true,,
"E7887A4F453540CD84A03A5EA72E26E1",,true,,
"C250C9CC1DE24302AE651218BA771159",,true,"Coombe's Wood","Top ten occult and mythology UK best seller.. Izzy Santana and her 13-year-old son Connor move into a Reading Council-provided flat in the sleepy village of Cedham. Locals darkly warn her to stay away from nearby Coombe’s Wood, hinting first at elves, then at multiple murders… which may or may not have taken place in the woods hundreds of years ago. It’s all ludicrously superstitious, and Izzy is so delighted to have found a haven for her son – after being threatened by her sadistic ex-partner George – that she takes little notice. . She meets a neighbour who seems kindly, if a trifle fey, and who takes a great interest in her son. Connor seems instantly comfortable with him. She begins to feel as if she is also falling under his spell. But Connor is bullied at school, and one night she finds herself tracking those bullies in the wood, where she believes they are waiting for him. She doesn’t find them, but something closes in on her – something that sounds like a savage animal. As she runs she realises she may have been set up – or Connor was – to be caught by whatever the animal was. She strengthens the barricades in her flat, no longer puts all the local tales about ‘danger in them woods’ down to superstition, and even begins to wonder about the way she was selected by the Reading Council officer to live in the village in the first place. . Then a slit rabbit turns up on her doorstep, along with a distinctive cigarette butt, and she knows George has found her. Desperately compassionate, her neighbour calls the police, who turn up next day, harumph the ceiling, and take the attitude: You’ve not been attacked, then, Miss? You haven’t actually seen him? Why, if your ex-lover has tracked you down, do you suppose he would he dump a rabbit at your door…? Her own question, more urgent, is: if George can get in the front door of the building, can he get into her flat? . What Izzy needs to do is protect Connor. She has already started to uncover the ancient secrets of the village, and now she works out the perfect way to get rid of George… for good. . Publishers Weekly review 2009In this suspenseful story, strange characters and unnerving legends punctuate one woman’s desperate attempt to flee from her abusive ex-boyfriend by escaping to the English countryside. With little more than an old Toyota and a pair of suitcases, Izzy and her son Connor head to the tiny village of Cedham, where Connor’s father disappeared years before. Izzy, fearful and mistrustful, soon meets the gently protective neighbors and hears stories of elves, ghosts and the monster stalking the nearby woods. Though warned against visiting the woods, Izzy gives into the pull she feels toward the dark woods with a long terrifying history. Deeply-held Cedham traditions add depth to a familiar set-up and offer the additional mystery of whether these stories could be true—or are they the delusions of a paranoid woman on the run? Nicely done."
"C28205A0C92D498E83AC686682B5DDCD",,true,,
"271C4288A93B4C6A933F426A7D974451",,true,"Dr. Thorndyke Mysteries Collection, Volume One","NOTE: This edition has a linked ""Table of Contents"" and has been beautifully formatted (searchable and interlinked) to work on your Amazon e-book reader, iPad e-book reader, iPhone e-book reader, BlackBerry e-book reader, Android e-book reader, iPod e-book reader and your Amazon Desktop Reader.. The ongoing adventures of detective John Evelyn Thorndyke, M.D. . Originally a medical doctor, Dr. Thorndyke turned to the bar and became one of the first forensic scientists--referred to as a 'medical jurispractitioner.'. Dr. Thorndyke's solutions were based on the method of collecting all possible data and making inferences from them before looking at any of the protagonists and motives in the crimes.. He is usually assisted by his friend, Christopher Jervis and the resourceful Nathaniel Polton, his crinkly-faced lab technician.. In this volume:Book One: The Red Thumb MarkDiamonds are missing and incredibly, the safe has been left untouched, all except for two blood smeared thumb prints and the inevitable presence of a mysterious Mr X. Will Dr Thorndyke, the erudite master of insight, solve the enigma of the red thumb mark? . Book Two: John Thordyke's CasesA collection of detective stories. From robbery and murder to mayhem, Dr. Thorndyke is called on to solve the mysteries.... Book Three: The Eye of OsirisFirst published in 1911, The Eye of Osiris adds the charm of Old London to this fine detective story by R. Austin Freeman. . Book Four: The Mystery of 31 New InnWhen a Doctor is called to the bedside of a mysterious sick man by the name of Graves, a strange and sinister plot involving poisoning is uncovered. But who is this Graves; a man well travelled who seems to have such a fear of doctors? And who is the villainous Mr Weiss into whose care Graves has been assigned? Dr. Thorndyke is summoned to help solve the mystery.... These are well-written, thrilling mysteries. A must-have for classic mystery fiction fans!"
"CFD468833E494909A905505132E89F9C",,true,"Classmate Murders (Jim Richards Murder Novels Book 1)","New edits of this book as of May 3, 2012.. Someone is murdering women from the class of '67 and it's up to Jim Richards, who has reluctantly just turned sixty, to stop him. Jim's life is in the dumps and then late one might he receives an email from a childhood sweetheart he hasn't seen in over 40 years, pleading for help but he doesn't get to her in time, she's been murdered. A killer is now stalking and killing his former female classmates for unknown reasons and Jim, along with his only friend Buck, a big, mustachioed biker, go off to track down the killer before he can get to one former classmate, Penny Wickens, a TV talk show host who Jim has just fallen for while protecting her. The killer is also murdering the women right out from under police protection, driving homicide detective Will Trapper crazy, and he slowly depends on Jim to help. There's humor, suspense, wild chases across suburban Detroit with cops, classic cars and motorcycle clubs; murder, mayhem, and a good amount of romance. . ""We all talk a great game about writing, but when you see how hard a guy like Bob is working to make it happen...it's...Wow! Also, I just finished Classmate Murders--well done! Rockin' good fun!"" - John Locke, Best-selling Author of Donovan Creed series, ""Lethal People"", ""Lethal Experiment"", ""Saving Rachel"" and ""Now & Then"".. ""Bob Moats' Classmate Murders is an excellent blend of Elmore Leonard and Philip Marlowe sensibilities, ...and damn if it isn't some great detective writing."" - M. Jones, author.. ""Just started Bob Moats' ""The Classmate Murders"" WOW. That's all I've got to say. The man can write :-)... Cristyn West - author ""Plain Jane: Brunettes Beware"". ""I must say the author weaves a wicked story plus his humor is a hoot! I recommend reading ""THE CLASSMATE MURDERS"", but you might catch yourself looking behind you all of the time. - Doug Hardin Author of ""HIDDEN AND IMMINENT DANGERS"". ""Your books have been a joy to read. They keep me interested until the last page is turned. Keep up the good Work!"" B. Scharmann, Rochester Hills, Michigan.. ""I over slept this morn Bob. After I started reading ""Classmate Murders"" I couldn't put it down, lol. I loved it! Keep writing!"" - ODella Wilson, Writer, Blogger.. ""Just finished Classmate Murders! I thought it was great! Love the characters! Off to buy the next one : )"" - Janine AKA Soylady, business owner, Things that Make Scents, New Jersey.. ""Moats does the job. Well written. A good read!"" - ""Cut to the Chase Reviews"" by Joanne Chase.. ""This book was a real page-turner as I couldn't wait to find out what would happen next."" - Lou Riddell blog review. ""The good news is that this is just the beginning, there are more Jim Richards crime novels to be had, and I will be buying them, no doubt about it."" - Flint Books Examiner - Patrick Pillars. ****. All Jim Richards Book titles: Classmate Murders; Vegas Showgirl Murders; Dominatrix Murders; Mistress Murders; Bridezilla Murders; Magic Murders; Strip Club Murders; Made-for-TV Murders; Mystery Cruise Murders; Talk Show Murders; Sin City Murders; Black Widow Murders; Vegas Vigilante Murders; Area 51 Murders; Mortuary Murders and Hypnotic Murders.. *"
"8C51BCFB1CE24F5D951CC8D35C436281",,true,"Dead(ish)","Linda's had a bad day. First her boyfriend killed her. Then she woke up, still on this boring plane of existence, and with an odd obsession about her missing body. Mike won't tell her what he did with her body, and she can't find the stupid thing herself. There's only one thing she can do - torment the bastard until he coughs up the information.. This is a very short work - novelette length - around 11000 words or 44 (print) pages.. Warning: Frequent foul language, mild sex scenes, and Australian spelling. Not suitable for children."
"7D5F3055C2264829803865A119B86236",,true,"Man of Steel (Cold Cases Book 1)","When twenty-something journalist Joe Jonas is sent to cover a press conference in Texas he figures it’s just another crackpot JFK assassination conspiracy theory. But as he’s half-assing through the legwork he stumbles across something that makes him realize this one might be for real. It gets even better when Abby Reno, a saucy reporter from Austin, insists on working on the story with him.. As Jonas and Reno circle closer to the plot they come to realize that the protectors of the secrets are still on the job and they don’t take prisoners. The bodies pile up while the reporters look over their shoulders wondering if the story of the century is worth their lives. . ""Very intriguing twist on the JFK assassination story! Was there really a plot behind the assassination, and not just a single shooter? The author has clearly read the findings of the Warren Report -- and the footnotes, which include some strange and interesting facts!"" -- Smashwords review"
"34CB178C3ABE43C7AEAF43A2D09B8A7A",,true,,
"1F12A27EE8C04DB6A35CAE507489FCB6",,true,,
"65458D27768F4FAB9A75E5DCC43889C4",,true,"Crucible of Stars (The Reforged Trilogy Book 1)","A chance to escape becomes a chance for redemption.Maeve Cavainna is running and her wings won’t save her. The infamous bounty hunter, Logan Coldhand, chases close behind her and intends to drag Maeve back to the planet of Axis to collect the high price on her head. When he finally corners her, the long chase seems to be over… until a frightened alien girl stumbles into their fight and begs for their protection. Maeve and Logan call a reluctant end to their battle and promise to help the girl, but they have agreed to far more than they know. . Can the fragile peace between hunter and mark hold long enough to save the lives that depend on them? . Crucible of Stars is the first book of the Reforged Trilogy. It was previously published as Anvil of Tears."
"091CFA5B915B4496B5E6C4093D1A66CD",,true,"San Francisco Values","The San Francisco real estate market has clawed its way back from oblivion, but still it's nothing compared to the heady bubble days of 2005. Just ask real estate queen Ella Barker. She's at the top of her career, a master of San Francisco’s hysterical housing market, when some maniac comes along and start slaughtering real estate agents. Ella considers this outrageous under any circumstance, but it's especially unwelcome in a market where a child’s future earnings are mortgaged, Open House lines stretch for blocks and prices go up by the hour. Then Ella gets word the most expensive home ever in San Francisco is coming on the market, so she sets out to rake in the mega-commission. But first she has to get the listing, which means winning over the elderly, eccentric seller, a woman whose closest advisor is her gorgeous, aggressive, bisexual maid from Rio. Ella’s also got clients with a troublesome case of buyer’s remorse, a vindictive television reporter making scurrilous accusations and a sexy new man with the most unexpected tastes behind closed doors. Ella runs a dangerous obstacle course through San Francisco’s gossipy, backstabbing terrain, trying to crown her career with a monster sale. All she has to do is stay alive long enough to close the deal. sfvaluesbook.com"
"03AC1F8A54B848A4B637484A12AAFA2D",,true,"Dead Man's Rain (The Markhat Files Book 2)","Can a haunted man help the dead find peace?Markhat is a Finder, charged with the post-war task of tracking down sons and fathers gone suddenly missing when an outbreak of peace left the army abandoned where they stood. But now it’s ten years on after the war, and about all he’s finding is trouble.This time, trouble comes in the form of a rich widow with a problem. Her dearly departed husband, Ebed Merlat, keeps ambling back from the grave for nocturnal visits. Markhat saw a lot during the war, but he’s never seen anyone, rich or poor, rise from the grave and go tromping around the landscape. But for the right price, he’s willing to look into it.As a storm gathers and night falls, Markhat finds darker things than even murder lurk amid the shadows of House Merlat.This book has been previously published.Product WarningsThis title is rife with the walking dead, sarcastic butlers, barking dogs and ghostly dances."
"59B5512A507C4214B424AEEBEE183295",,true,"Unbridled (Lone Star Lovers Book 1)","Tough…or tender? If she plays her cards right, she won’t have to choose. Lone Star Lovers, Book 1Dani Standifer arrives home at her West Texas family ranch a day early, ready to pick up where she left off with Rowe Ayers, her high school sweetheart. However, when she opens the door to their line-shack trysting place, it’s clear she waited a day too long. Rowe’s with someone else—another man. And not just any other man—Justin Cruz, the bad boy with whom she shared one wild encounter, years ago.Justin’s waited a long time for this moment. He knows his reputation, but since he seduced Rowe, he’s been a one-man cowboy—waiting for Dani to return and become the delicious fulfillment of his and Rowe’s needs. If she’s up to the challenge.To her own surprise, Dani finds she’s more than ready to have both men in her life—as soon as she and Rowe teach Justin a lesson or two about love.Their small town may not be ready for their kind of relationship. And Dani’s brother Cutter’s mile-deep grudge against Justin throws in a complication that could break the foundation the three of them have built…Warning: Hold on for the rodeo of your life with rough ridin’ male-on-male action, blazing hot m/m/f scenes, and melt-your-panties lovin’ as each of these sexy cowboys gives it the way they know best to turn their woman inside out."
"B34BA852727B4800AAE757A6377F3BAE",,true,,
"80BDD525965E424691B6B3646344C117",,true,"Snowmen","In this short story - Edgar Davies is an old man with no friends, and no family. The only joy in his life are the snowmen he builds every year, which children from all over Pennsylvania come to see. When fate intervenes though, it's revealed that Edgar is not the man everyone thought he was. . Also includes an exclusive three-chapter preview of James Melzer's newest novella, Hull's Landing. Available now."
"0D0CDF46EF004415A1CEB1AF4603618E",,true,"The Strength of Three","Never let it be said that ex-soldiers don’t know what to do with their hands…. When it comes to men, Christina isn’t just gun shy, she’s downright terrified. Her abusive drunk of a father, plus bad experiences in high school and college, have cemented her belief that all men are the same—ruthless and violent at the slightest provocation.. She tells herself she couldn’t care less about her lack of a love life. Yet lately she’s been having seriously erotic dreams about two of her bosses. And oddly, those dreams make her body tingle, not seize up in a panic attack.. TJ and Jon have shared women since their military days. Somehow it makes them feel whole. From the first glance, Christina has been the object of their desire, but getting close to the prickly female hasn’t been easy—not when she holds men off with a psychological pitchfork. They’ve waited a long time to ease their way into her life.. Time’s up.. Unleashing her libido is magic made in the dark. But by the light of day, a face from her past threatens to destroy everything.Warning: This title contains the following: Blindfolds and bondage and sex—oh my. Ooh, and let’s not forget about the m/f/m ménage and the graphic language."
"0E450ACA6F604C749A937E8A62CE33E3",,true,,
"7539CB669914431089C1FB7BAB2CAD8F",,true,"Str8te Boys","How far would you dare to go…to win it all?Maverick Holms and Duke Warren share almost everything—a college soccer team, an apartment and the same extremely competitive nature. Thanks to that never-back-down spirit, they’re about to share more than they bargained for.The game is “gay chicken”. The rule: get as close as possible without kissing, and the one that pulls away first is the loser. The problem: neither of them likes to lose. It isn’t long before the game becomes an excuse to touch and kiss in every possible forbidden way. And after they pose for a gay website to earn extra money, things really heat up.Suddenly Duke is talking lifetime commitment, and Mav is backpedaling as hard as he can, not sure if he’s ready to accept all his best friend is offering him. Or the truth about what he is."
"AC2747E44D864517942A1DD65E501A13",,true,"Children of Salem: Love Amid the Witch Trials","INTRIGUE, SUSPENSE, AND ROMANCE IN THE TIME OF THE SALEM WITCH TRIALS. A spy working for religious organizations, Jere Wakely is summoned to Salem Village Parish, where it has become obvious to church authorities that there is serious trouble.. He is reluctant to return to his hometown for many reasons, not the least being that his heart is broken and he's worried about running into his former lover, Serena Nurse.. During his investigation, he has no expectation that their love will be rekindled. But their renewed passion parallels a greater fire--one of terror amid the infamous Salem Witch Trials.. A witch hunt in this important election year of 1692 is backdrop to a romance filled with intrigue and mystery; the history is accurate, and the truth is disturbing yet fascinating. . About the Author. Robert W. Walker is the author of more than forty thriller and horror novels, including 11 books in the acclaimed INSTINCT series featuring FBI medical examiner Jessica Coran. . Praise for Robert W. Walker. ""Masterful."" -- Clive Cussler. ""Ingenious."" -- San Francisco Examiner. ""Gruesome."" -- The Sunday Oklahoman. ""Frightening."" -- Midwest Book Review."". ""Bone-chilling."" -- Publisher's Weekly. ""Perfect for Patricia Cornwell fans."" -- Mystery Scene. ""Walker is a master at the top of his game."" -- Jack Kilborn"
"6E78F8DAAB184E58AC558084C22FD38E",,true,"The American Heiress","Michael Blake, a straight-laced English nobleman, desperately needs to marry an heiress. When he finds out that his intended bride -- and her much needed dowry -- have been romanced away from him by his own brother, he is forced to turn to the only other great heiress on the market. Emma Marks is an American adventuress who has spent the last seven years traveling the world -- a bargain she made with her father in exchange for her promise to marry a titled aristocrat by the time she's twenty-five. Can Emma help Michael deal with the ghosts of his past? And can Michael show Emma that she doesn?t need to travel the world to be happy because love is the greatest adventure of all?"
"9BD56E03438246CD9FF83594F61A053D",,true,"Inferno (Tales of the Were Book 2)","A forbidden union forged in love—and tempered in hellfire.Tales of the Were, Book 2One last task and Megan will be free of the debt of honor owed by her family. Spying on Dante, a powerful vampire with questionable friends, sounds simple enough. But her mission is complicated by the fact she’s got something every vampire wants—tangy, powerful, werewolf blood.It’s easy to capture his attention. The hard part will be getting out with her heart—and soul—intact. Not to mention her life, thanks to a crazed bomber.Dante isn’t the kind to forgive or forget easily, especially the grudge he holds against werewolves. Still, he is instantly drawn to the injured lone wolf in his care. When he and his friend Duncan treat her wounds, they discover something that marks her as much more than she seems.That mark is a neon sign warning to be careful, but Dante can’t help himself. He wants her and nothing will stand in his way. Not her species. Not his. Not the strange woman who keeps trying to kill him.Not even the magical poison in Megan’s blood…"
